X Err_m1 Err_m2 Err_m3 Err_m4 Err_m5 Err_m6 Err_m7 Err_m8 Err_m9 Err_m10
16.430718 0.078823 0.069945 0.041824 0.036749 0.009850 0.008244 0.003245 0.012647 0.000510 0.000630
16.447412 0.077298 0.068063 0.040571 0.037894 0.010423 0.008050 0.003216 0.012654 0.000554 0.000677
16.464107 0.075751 0.066158 0.039305 0.039021 0.010989 0.007844 0.003182 0.012642 0.000597 0.000724
16.480801 0.074182 0.064230 0.038028 0.040129 0.011548 0.007627 0.003144 0.012613 0.000638 0.000769
16.497496 0.072592 0.062278 0.036738 0.041217 0.012099 0.007400 0.003102 0.012565 0.000679 0.000813
16.514190 0.070981 0.060305 0.035437 0.042285 0.012642 0.007161 0.003055 0.012499 0.000719 0.000857
16.530885 0.069351 0.058309 0.034126 0.043330 0.013176 0.006912 0.003003 0.012414 0.000758 0.000898
16.547579 0.067700 0.056292 0.032805 0.044353 0.013701 0.006652 0.002947 0.012310 0.000796 0.000939
16.564274 0.066030 0.054254 0.031474 0.045352 0.014216 0.006381 0.002886 0.012187 0.000832 0.000978
16.580968 0.064342 0.052195 0.030135 0.046326 0.014721 0.006100 0.002821 0.012045 0.000867 0.001015
16.597663 0.062635 0.050116 0.028786 0.047275 0.015216 0.005808 0.002751 0.011884 0.000901 0.001050
16.614357 0.060910 0.048018 0.027430 0.048197 0.015699 0.005506 0.002677 0.011703 0.000932 0.001084
16.631052 0.059169 0.045901 0.026067 0.049091 0.016171 0.005195 0.002598 0.011502 0.000963 0.001116
16.647746 0.057410 0.043766 0.024697 0.049956 0.016631 0.004873 0.002515 0.011282 0.000991 0.001146
16.664441 0.055635 0.041612 0.023321 0.050791 0.017078 0.004542 0.002428 0.011043 0.001018 0.001173
16.681135 0.053845 0.039441 0.021939 0.051596 0.017513 0.004202 0.002336 0.010784 0.001042 0.001199
16.697830 0.052039 0.037253 0.020552 0.052369 0.017933 0.003853 0.002241 0.010505 0.001065 0.001222
16.714524 0.050218 0.035049 0.019161 0.053109 0.018340 0.003496 0.002141 0.010207 0.001085 0.001242
16.731219 0.048384 0.032829 0.017766 0.053815 0.018733 0.003129 0.002037 0.009890 0.001103 0.001260
16.747913 0.046536 0.030593 0.016367 0.054486 0.019111 0.002755 0.001930 0.009553 0.001119 0.001276
16.764608 0.044674 0.028343 0.014966 0.055120 0.019473 0.002373 0.001818 0.009197 0.001133 0.001288
16.781302 0.042801 0.026078 0.013563 0.055718 0.019819 0.001984 0.001703 0.008822 0.001144 0.001298
16.797997 0.040915 0.023800 0.012158 0.056277 0.020149 0.001588 0.001584 0.008429 0.001152 0.001305
16.814691 0.039017 0.021508 0.010752 0.056797 0.020463 0.001185 0.001462 0.008017 0.001158 0.001309
16.831386 0.037109 0.019204 0.009346 0.057277 0.020759 0.000775 0.001336 0.007587 0.001161 0.001310
16.848080 0.035191 0.016888 0.007941 0.057715 0.021037 0.000361 0.001207 0.007139 0.001162 0.001308
16.864775 0.033263 0.014560 0.006536 0.058111 0.021297 0.000060 0.001075 0.006673 0.001159 0.001303
16.881469 0.031325 0.012221 0.005133 0.058463 0.021539 0.000485 0.000940 0.006191 0.001154 0.001294
16.898164 0.029379 0.009872 0.003732 0.058770 0.021761 0.000914 0.000802 0.005692 0.001146 0.001283
16.914858 0.027425 0.007513 0.002333 0.059031 0.021963 0.001347 0.000662 0.005176 0.001134 0.001267
16.931553 0.025463 0.005145 0.000939 0.059245 0.022146 0.001783 0.000520 0.004645 0.001120 0.001249
16.948247 0.023494 0.002768 0.000452 0.059411 0.022308 0.002222 0.000375 0.004099 0.001103 0.001227
16.964942 0.021519 0.000383 0.001838 0.059528 0.022449 0.002663 0.000228 0.003539 0.001082 0.001202
16.981636 0.019538 0.002009 0.003219 0.059594 0.022569 0.003105 0.000079 0.002965 0.001059 0.001173
16.998331 0.017552 0.004409 0.004594 0.059609 0.022667 0.003549 0.000071 0.002378 0.001032 0.001140
17.015025 0.015561 0.006814 0.005963 0.059571 0.022743 0.003992 0.000223 0.001778 0.001002 0.001104
17.031720 0.013566 0.009226 0.007324 0.059480 0.022795 0.004434 0.000375 0.001168 0.000969 0.001065
17.048414 0.011568 0.011643 0.008678 0.059333 0.022825 0.004876 0.000529 0.000546 0.000933 0.001022
17.065109 0.009566 0.014065 0.010023 0.059131 0.022831 0.005315 0.000683 0.000085 0.000893 0.000975
17.081803 0.007562 0.016490 0.011359 0.058871 0.022813 0.005751 0.000838 0.000725 0.000850 0.000925
17.098497 0.005557 0.018920 0.012686 0.058553 0.022771 0.006184 0.000992 0.001372 0.000805 0.000872
17.115192 0.003550 0.021352 0.014002 0.058175 0.022703 0.006612 0.001147 0.002026 0.000756 0.000815
17.131886 0.001543 0.023786 0.015307 0.057737 0.022611 0.007035 0.001300 0.002685 0.000704 0.000755
17.148581 0.000464 0.026223 0.016600 0.057236 0.022492 0.007451 0.001453 0.003348 0.000649 0.000691
17.165275 0.002471 0.028660 0.017882 0.056673 0.022348 0.007861 0.001605 0.004015 0.000591 0.000624
17.181970 0.004477 0.031098 0.019150 0.056046 0.022177 0.008262 0.001756 0.004683 0.000531 0.000555
17.198664 0.006481 0.033536 0.020405 0.055353 0.021979 0.008654 0.001904 0.005350 0.000467 0.000482
17.215359 0.008483 0.035973 0.021646 0.054594 0.021754 0.009036 0.002051 0.006017 0.000401 0.000406
17.232053 0.010481 0.038410 0.022872 0.053767 0.021501 0.009407 0.002195 0.006681 0.000333 0.000328
17.248748 0.012477 0.040844 0.024083 0.052872 0.021220 0.009766 0.002336 0.007340 0.000262 0.000247
17.265442 0.014468 0.043277 0.025277 0.051906 0.020911 0.010111 0.002473 0.007993 0.000189 0.000164
17.282137 0.016455 0.045706 0.026455 0.050869 0.020573 0.010442 0.002607 0.008638 0.000114 0.000078
17.298831 0.018436 0.048132 0.027616 0.049760 0.020206 0.010757 0.002737 0.009274 0.000037 0.000010
17.315526 0.020412 0.050554 0.028758 0.048578 0.019809 0.011056 0.002862 0.009897 0.000042 0.000099
17.332220 0.022381 0.052971 0.029883 0.047320 0.019383 0.011336 0.002983 0.010507 0.000123 0.000190
17.348915 0.024344 0.055383 0.030988 0.045987 0.018926 0.011597 0.003098 0.011101 0.000204 0.000282
17.365609 0.026299 0.057790 0.032073 0.044577 0.018439 0.011838 0.003207 0.011678 0.000287 0.000376
17.382304 0.028246 0.060190 0.033138 0.043089 0.017921 0.012056 0.003310 0.012234 0.000371 0.000470
17.398998 0.030184 0.062583 0.034181 0.041521 0.017373 0.012251 0.003406 0.012768 0.000455 0.000565
17.415693 0.032114 0.064969 0.035203 0.039873 0.016792 0.012422 0.003494 0.013276 0.000539 0.000659
17.432387 0.034033 0.067347 0.036203 0.038143 0.016180 0.012566 0.003575 0.013758 0.000623 0.000754
17.449082 0.035942 0.069716 0.037180 0.036330 0.015536 0.012683 0.003648 0.014209 0.000707 0.000847
17.465776 0.037841 0.072076 0.038133 0.034434 0.014860 0.012771 0.003711 0.014628 0.000790 0.000940
17.482471 0.039728 0.074426 0.039063 0.032452 0.014151 0.012828 0.003765 0.015012 0.000871 0.001031
17.499165 0.041603 0.076767 0.039967 0.030384 0.013410 0.012853 0.003810 0.015357 0.000951 0.001120
17.515860 0.043465 0.079096 0.040847 0.028228 0.012635 0.012844 0.003844 0.015661 0.001029 0.001207
17.532554 0.045315 0.081414 0.041700 0.025983 0.011828 0.012799 0.003866 0.015920 0.001105 0.001291
17.549249 0.047151 0.083721 0.042527 0.023649 0.010986 0.012717 0.003877 0.016132 0.001177 0.001371
17.565943 0.048973 0.086015 0.043327 0.021223 0.010111 0.012596 0.003876 0.016294 0.001246 0.001447
17.582638 0.050780 0.088296 0.044099 0.018706 0.009202 0.012434 0.003862 0.016401 0.001311 0.001518
17.599332 0.052572 0.090563 0.044843 0.016095 0.008259 0.012230 0.003834 0.016450 0.001371 0.001584
17.616027 0.054349 0.092817 0.045559 0.013389 0.007282 0.011982 0.003792 0.016438 0.001426 0.001644
17.632721 0.056109 0.095056 0.046245 0.010588 0.006270 0.011687 0.003735 0.016361 0.001475 0.001698
17.649416 0.057852 0.097281 0.046900 0.007690 0.005224 0.011343 0.003663 0.016216 0.001518 0.001743
17.666110 0.059579 0.099490 0.047526 0.004694 0.004142 0.010950 0.003575 0.015997 0.001553 0.001781
17.682805 0.061287 0.101682 0.048120 0.001599 0.003026 0.010504 0.003469 0.015701 0.001581 0.001809
17.699499 0.062978 0.103859 0.048683 0.001596 0.001874 0.010004 0.003346 0.015325 0.001600 0.001828
17.716194 0.064650 0.106018 0.049213 0.004893 0.000688 0.009448 0.003205 0.014863 0.001609 0.001836
17.732888 0.066302 0.108160 0.049711 0.008292 0.000534 0.008833 0.003045 0.014311 0.001608 0.001832
17.749583 0.067935 0.110284 0.050176 0.011795 0.001792 0.008157 0.002865 0.013665 0.001596 0.001815
17.766277 0.069548 0.112390 0.050607 0.015402 0.003085 0.007418 0.002664 0.012920 0.001572 0.001785
17.782972 0.071140 0.114476 0.051003 0.019116 0.004414 0.006614 0.002442 0.012070 0.001534 0.001740
17.799666 0.072711 0.116544 0.051365 0.022936 0.005778 0.005742 0.002198 0.011112 0.001483 0.001678
17.816361 0.074260 0.118591 0.051691 0.026865 0.007178 0.004801 0.001931 0.010040 0.001417 0.001600
17.833055 0.075788 0.120618 0.051982 0.030903 0.008614 0.003786 0.001640 0.008848 0.001334 0.001504
17.849750 0.077293 0.122625 0.052236 0.035051 0.010086 0.002697 0.001324 0.007532 0.001234 0.001388
17.866444 0.078775 0.124610 0.052453 0.039311 0.011593 0.001531 0.000984 0.006085 0.001116 0.001252
17.883139 0.080234 0.126574 0.052633 0.043683 0.013137 0.000285 0.000617 0.004503 0.000979 0.001093
17.899833 0.081669 0.128516 0.052776 0.048169 0.014716 0.001044 0.000222 0.002778 0.000820 0.000911
17.916528 0.083079 0.130435 0.052879 0.052770 0.016331 0.002458 0.000200 0.000906 0.000639 0.000704
17.933222 0.084466 0.132331 0.052945 0.057487 0.017982 0.003960 0.000651 0.001120 0.000435 0.000470
17.949917 0.085827 0.134204 0.052971 0.062321 0.019668 0.005553 0.001132 0.003306 0.000206 0.000209
17.966611 0.087163 0.136054 0.052957 0.067273 0.021390 0.007239 0.001643 0.005659 0.000049 0.000083
17.983306 0.088473 0.137879 0.052903 0.072344 0.023148 0.009021 0.002186 0.008186 0.000332 0.000405
18.000000 0.089757 0.139680 0.052809 0.077535 0.024941 0.010903 0.002762 0.010892 0.000645 0.000761
